course_id,course_name,difficulty,description,learning,tags,picture,student_id,isActive,rating,registered_date
ITCC_39,Introduction to Cloud Computing,Intermediate,"This intermediate-level course provides an introduction to cloud computing. Learn about cloud service models, deployment models, and cloud security.","Understand cloud computing fundamentals and its benefits.
Learn about cloud service models like IaaS, PaaS, and SaaS.
Explore cloud deployment models and cloud security measures.
Migrate applications to the cloud and manage cloud resources.","['cloud computing', 'intermediate', 'cloud service models', 'cloud security']",https://dummyimage.com/54x26,ITCC_39-1,False,5,2017-12-15
BDEAP_231,Big Data Ethics and Privacy,Advanced,This advanced-level course covers big data ethics and privacy. Learn to address ethical and privacy concerns in big data analytics.,"Master advanced big data ethics principles and privacy regulations.
Learn to implement privacy-preserving techniques in big data analytics.
Explore ethical considerations in data collection, storage, and analysis.
Contribute to responsible and ethical big data practices.","['big data ethics', 'privacy', 'advanced', 'data analytics', 'ethical considerations']",https://dummyimage.com/529x684,BDEAP_231-1,False,5,2018-10-10
HC_50,High-Performance Computing,Advanced,"This advanced-level course focuses on high-performance computing (HPC). Learn about parallel processing, cluster computing, and GPU acceleration.","Explore parallel computing architectures and distributed computing.
Learn about GPU acceleration and CUDA programming.
Optimize algorithms and applications for high-performance computing.
Apply HPC techniques in scientific and engineering simulations.","['high-performance computing', 'advanced', 'parallel computing', 'GPU acceleration']",https://placekitten.com/304/605,HC_50-1,False,4,2018-10-19
ACP_32,Advanced C++ Programming,Intermediate,"This intermediate-level course builds on C++ fundamentals. Explore advanced C++ features, including templates, exception handling, and memory management.","Master advanced C++ concepts like templates and exception handling.
Understand memory management and smart pointers in C++.
Explore C++ libraries and advanced topics like multithreading.
Develop efficient and robust C++ applications.","['C++', 'intermediate', 'advanced', 'templates', 'exception handling']",https://picsum.photos/633/71,ACP_32-1,True,5,2019-06-27
CGARM_217,Cybersecurity Governance and Risk Management,Intermediate,This intermediate-level course covers cybersecurity governance and risk management. Learn to establish and maintain cybersecurity policies.,"Understand cybersecurity governance principles and frameworks.
Learn to assess and manage cybersecurity risks.
Explore compliance and regulatory requirements.
Implement effective governance and risk management practices.","['cybersecurity governance', 'risk management', 'intermediate', 'cybersecurity policies', 'compliance']",https://dummyimage.com/209x1022,CGARM_217-1,True,1,2019-03-17
ATIMLE_186,Advanced Topics in Machine Learning Ethics,Advanced,This advanced-level course delves into advanced topics in machine learning ethics. Explore ethical considerations in AI and machine learning.,"Master advanced topics in machine learning ethics.
Learn to analyze and address ethical challenges in AI and machine learning.
Explore fairness, transparency, and accountability in AI models.
Contribute to ethical AI development and responsible AI research.","['machine learning ethics', 'advanced', 'ethical challenges', 'fairness', 'accountability']",https://picsum.photos/812/424,ATIMLE_186-1,False,3,2017-11-03
ISFP_194,Internet Safety for Parents,Beginner,This beginner-level course is designed for parents to learn about internet safety. Ensure your child's online safety and digital well-being.,"Understand the online risks and challenges children may face.
Learn to set up parental controls and monitor online activities.
Explore safe internet usage guidelines for kids.
Promote a secure and responsible online environment for your family.","['internet safety', 'parents', 'beginner', 'online risks', 'parental controls']",https://picsum.photos/638/921,ISFP_194-1,False,5,2018-03-04
ITRP_201,Introduction to Robotics Programming,Beginner,This beginner-level course introduces robotics programming. Learn the fundamentals of coding and controlling robots.,"Understand the basics of robotics and programming.
Learn to code and control robots for various tasks.
Explore robotics programming languages and platforms.
Embark on your journey into the exciting world of robotics.","['robotics programming', 'beginner', 'robotics fundamentals', 'coding for robots']",https://picsum.photos/203/662,ITRP_201-1,True,1,2018-04-27
CNDP_164,Cloud Native DevOps Practices,Intermediate,This intermediate-level course covers cloud-native DevOps practices. Learn to deploy and manage applications in cloud-native environments.,"Understand cloud-native architecture and its benefits.
Learn DevOps practices for deploying and managing applications in the cloud.
Explore containerization and orchestration tools like Docker and Kubernetes.
Implement CI/CD pipelines for automated application deployment.","['cloud-native', 'DevOps', 'intermediate', 'containerization', 'CI/CD']",https://dummyimage.com/92x301,CNDP_164-1,False,2,2017-12-06
CVAIP_43,Computer Vision and Image Processing,Advanced,"This advanced-level course focuses on computer vision and image processing. Learn about image recognition, feature extraction, and computer vision applications.","Master image processing techniques like image filtering and segmentation.
Learn about feature extraction and object recognition in images.
Explore computer vision applications in autonomous vehicles and healthcare.
Develop computer vision projects and applications.","['computer vision', 'image processing', 'advanced', 'image recognition', 'feature extraction']",https://dummyimage.com/16x710,CVAIP_43-1,False,1,2018-04-17
ITCS_70,Introduction to Cloud Services,Beginner,"This beginner-level course provides an introduction to cloud services. Learn about cloud computing models, cloud providers, and cloud-based applications.","Understand the basics of cloud computing and its advantages.
Learn about cloud service models like Infrastructure as a Service (IaaS) and Software as a Service (SaaS).
Explore popular cloud providers and their offerings.
Get hands-on experience with cloud-based applications.","['cloud services', 'beginner', 'cloud computing models', 'IaaS', 'SaaS']",https://placekitten.com/595/756,ITCS_70-1,True,1,2018-02-21
BOMAD_196,Basics of Mobile App Design,Beginner,This beginner-level course covers the basics of mobile app design. Learn to create user-friendly and visually appealing mobile app interfaces.,"Understand the principles of mobile app design.
Learn about user interface (UI) and user experience (UX) design.
Explore mobile app design tools and best practices.
Design a basic mobile app interface for improved user engagement.","['mobile app design', 'beginner', 'UI/UX design', 'app interface', 'user engagement']",https://placekitten.com/847/878,BOMAD_196-1,False,4,2019-10-05
CPWS_192,Computer Programming with Scratch,Beginner,This beginner-level course introduces computer programming using Scratch. Learn the fundamentals of coding through visual programming.,"Learn the basics of computer programming concepts.
Explore visual programming with Scratch.
Create interactive animations and games using Scratch.
Build coding skills for beginners with hands-on projects.","['computer programming', 'beginner', 'Scratch', 'visual programming', 'coding for kids']",https://picsum.photos/100/939,CPWS_192-1,True,5,2019-01-16
CFSB_193,Cybersecurity for Small Businesses,Beginner,This beginner-level course focuses on cybersecurity for small businesses. Learn to protect your business from online threats and attacks.,"Understand the importance of cybersecurity for small businesses.
Learn to identify and mitigate common cyber threats.
Explore best practices for securing business data and networks.
Implement cybersecurity measures for your small business.","['cybersecurity', 'small businesses', 'beginner', 'cyber threats', 'business data security']",https://picsum.photos/587/318,CFSB_193-1,False,2,2019-06-13
ANS_46,Advanced Network Security,Advanced,"This advanced-level course focuses on advanced network security. Learn about intrusion detection systems, secure network design, and security protocols.","Master intrusion detection and prevention techniques.
Design and implement secure network architectures.
Explore advanced security protocols and encryption methods.
Analyze network traffic for security threats and anomalies.","['network security', 'advanced', 'intrusion detection', 'security protocols']",https://picsum.photos/274/648,ANS_46-1,True,3,2019-07-14
PWS_73,Programming with Scratch,Beginner,"This beginner-level course teaches programming concepts using Scratch, a visual programming language. Learn coding basics through interactive projects.","Get started with coding using the Scratch visual programming language.
Learn programming concepts like loops, conditionals, and variables.
Create interactive stories, animations, and games in Scratch.
Develop computational thinking and problem-solving skills.","['programming', 'beginner', 'Scratch', 'visual programming']",https://picsum.photos/940/249,PWS_73-1,True,2,2019-05-06
DLFB_109,Digital Literacy for Beginners,Beginner,"This beginner-level course focuses on digital literacy basics. Learn about internet safety, online communication, and digital tools for everyday life.","Understand the importance of digital literacy in the modern world.
Learn about internet safety, online etiquette, and privacy.
Explore digital tools for communication, productivity, and information.
Build digital skills for daily life and online interactions.","['digital literacy', 'beginner', 'internet safety', 'online communication']",https://picsum.photos/347/127,DLFB_109-1,False,4,2018-05-10
AWDAUE_205,Advanced Web Design and User Experience ,Intermediate,This intermediate-level course covers advanced web design and user experience (UX) principles. Enhance your web design skills.,"Master advanced web design techniques and principles.
Learn to create user-centered web interfaces.
Explore advanced UX design methodologies.
Design and prototype responsive and engaging web experiences.","['web design', 'UX', 'intermediate', 'responsive design', 'user-centered design']",https://dummyimage.com/818x143,AWDAUE_205-1,False,5,2019-01-31
NFB_11,Networking for Beginners,Beginner,"This beginner-level course covers the basics of computer networking. You will learn about network components, protocols, and how data is transmitted over networks.","Understand the key components of computer networks, including routers, switches, and cables.
Learn about network protocols and their role in data transmission.
Explore the fundamentals of IP addressing and subnetting.
Gain knowledge about network security and troubleshooting.","['networking', 'beginner', 'network protocols', 'IP addressing', 'network security']",https://picsum.photos/247/356,NFB_11-1,False,2,2018-07-05
HID_172,Human-AI Interaction Design,Intermediate,This intermediate-level course focuses on human-AI interaction design. Learn to create intuitive and user-friendly AI-driven interfaces and experiences.,"Understand the principles of human-AI interaction design.
Learn to design user-friendly AI-driven interfaces and applications.
Explore AI ethics and responsible AI design.
Design and prototype AI-powered user interfaces.","['human-AI interaction', 'interaction design', 'intermediate', 'user-friendly design', 'AI ethics']",https://dummyimage.com/584x875,HID_172-1,True,1,2019-04-26
ATICSR_60,Advanced Topics in Computer Science Research,Advanced,This advanced-level course explores cutting-edge topics in computer science research. Learn about emerging technologies and research trends.,"Explore cutting-edge topics in computer science research.
Learn about emerging technologies like quantum computing and AI advancements.
Understand research methodologies and scholarly writing in computer science.
Contribute to ongoing research projects.","['computer science', 'research', 'advanced', 'emerging technologies', 'research methodologies']",https://placekitten.com/160/51,ATICSR_60-1,True,5,2019-06-21
RAAS_56,Robotics and Autonomous Systems,Advanced,"This advanced-level course focuses on robotics and autonomous systems. Learn about robot kinematics, control systems, and autonomous navigation.","Explore robot kinematics and dynamics for robotic arm control.
Learn about control systems and sensors in robotics.
Understand autonomous navigation and path planning algorithms.
Develop autonomous robotic systems for various applications.","['robotics', 'autonomous systems', 'advanced', 'kinematics', 'control systems']",https://picsum.photos/2/31,RAAS_56-1,True,4,2018-12-17
BOOS_18,Basics of Operating Systems,Beginner,"This beginner-level course covers the basics of operating systems, including their functions, components, and management.","Understand the role of operating systems in managing computer hardware.
Learn about key components of operating systems, such as file systems and memory management.
Explore process management and multitasking in operating systems.
Gain insights into operating system security and maintenance.","['operating systems', 'beginner', 'file systems', 'memory management', 'security']",https://placekitten.com/320/148,BOOS_18-1,True,2,2018-04-27
ITVRD_75,Introduction to Virtual Reality  Development,Beginner,"This beginner-level course introduces virtual reality (VR) development. Learn about VR hardware, 3D modeling, and creating VR experiences.","Understand the basics of virtual reality (VR) and its applications.
Explore VR hardware and devices like VR headsets.
Learn 3D modeling for creating VR environments and objects.
Create immersive VR experiences and applications.","['virtual reality', 'beginner', 'VR hardware', '3D modeling']",https://dummyimage.com/1020x683,ITVRD_75-1,False,4,2019-04-29
ITD_13,Introduction to Databases,Beginner,"This beginner-level course introduces the fundamentals of databases. You will learn about data modeling, SQL queries, and database management systems.","Understand the importance of databases in data storage and retrieval.
Learn about data modeling techniques and database design principles.
Write SQL queries to retrieve and manipulate data in databases.
Explore different database management systems and their features.","['databases', 'beginner', 'data modeling', 'SQL queries', 'database management']",https://picsum.photos/634/401,ITD_13-1,True,4,2018-03-02
ITRP_201,Introduction to Robotics Programming,Beginner,This beginner-level course introduces robotics programming. Learn the fundamentals of coding and controlling robots.,"Understand the basics of robotics and programming.
Learn to code and control robots for various tasks.
Explore robotics programming languages and platforms.
Embark on your journey into the exciting world of robotics.","['robotics programming', 'beginner', 'robotics fundamentals', 'coding for robots']",https://picsum.photos/203/662,ITRP_201-2,True,1,2018-01-20
AIAV_183,AI in Autonomous Vehicles,Advanced,This advanced-level course focuses on AI in autonomous vehicles. Learn to develop AI systems for self-driving cars and autonomous mobility.,"Understand AI technologies for autonomous vehicles.
Learn to build AI systems for self-driving cars and mobility solutions.
Explore perception, decision-making, and control in autonomous vehicles.
Contribute to the advancement of AI-driven autonomous mobility.","['AI', 'autonomous vehicles', 'advanced', 'self-driving cars', 'mobility solutions']",https://picsum.photos/12/387,AIAV_183-2,True,1,2018-07-05
CRA_162,Cybersecurity Risk Assessment,Intermediate,"This intermediate-level course covers cybersecurity risk assessment. Learn to identify, assess, and mitigate security risks in various contexts.","Understand the principles of cybersecurity risk assessment.
Learn to identify and analyze security threats and vulnerabilities.
Explore risk mitigation strategies and security controls.
Conduct practical risk assessments in real-world scenarios.","['cybersecurity', 'risk assessment', 'intermediate', 'security threats', 'risk mitigation']",https://dummyimage.com/587x161,CRA_162-1,True,3,2018-10-30
QC_51,Quantum Computing,Advanced,"This advanced-level course covers quantum computing. Learn about quantum algorithms, quantum gates, and quantum hardware.","Explore quantum computing principles and quantum bits (qubits).
Learn about quantum algorithms like Shor's algorithm and Grover's algorithm.
Understand quantum gates and quantum circuit design.
Experiment with quantum computing using simulators and real quantum hardware.","['quantum computing', 'advanced', 'quantum algorithms', 'quantum gates']",https://placekitten.com/59/462,QC_51-1,False,4,2018-04-24
QC_51,Quantum Computing,Advanced,"This advanced-level course covers quantum computing. Learn about quantum algorithms, quantum gates, and quantum hardware.","Explore quantum computing principles and quantum bits (qubits).
Learn about quantum algorithms like Shor's algorithm and Grover's algorithm.
Understand quantum gates and quantum circuit design.
Experiment with quantum computing using simulators and real quantum hardware.","['quantum computing', 'advanced', 'quantum algorithms', 'quantum gates']",https://placekitten.com/59/462,QC_51-2,False,2,2018-06-01
ITCFK_153,Introduction to Cybersecurity for Kids,Beginner,"This beginner-level course introduces cybersecurity concepts to kids. Learn about online safety, cyber threats, and safe internet practices.","Understand the importance of online safety and cybersecurity.
Learn about common cyber threats and how to protect against them.
Explore safe internet practices and responsible online behavior.
Develop foundational knowledge of cybersecurity for a safe digital experience.","['cybersecurity', 'beginner', 'online safety', 'cyber threats', 'safe internet']",https://dummyimage.com/436x324,ITCFK_153-1,True,3,2019-02-11
CSAS_110,Computer Science and Society,Beginner,"This beginner-level course explores the impact of computer science on society. Learn about ethical considerations, digital citizenship, and societal challenges.","Understand the role of computer science in shaping modern society.
Explore ethical issues related to technology and data privacy.
Learn about digital citizenship and responsible technology use.
Discuss societal challenges and opportunities in the digital age.","['computer science', 'beginner', 'ethics', 'digital citizenship']",https://dummyimage.com/477x346,CSAS_110-1,True,1,2018-09-28
ADMAA_209,Advanced Data Mining and Analytics,Intermediate,This intermediate-level course focuses on advanced data mining and analytics. Learn to extract valuable insights from large datasets.,"Master advanced data mining techniques and algorithms.
Learn to analyze and interpret complex data patterns.
Explore predictive analytics and machine learning for data-driven insights.
Apply advanced data mining skills to real-world analytics projects.","['data mining', 'analytics', 'intermediate', 'machine learning', 'predictive analytics']",https://picsum.photos/306/648,ADMAA_209-1,False,3,2018-04-13
AMAA_168,Advanced Mobile App Architecture,Intermediate,This intermediate-level course covers advanced mobile app architecture. Learn to design and build scalable and maintainable mobile applications.,"Master advanced mobile app architecture patterns and principles.
Learn to design scalable and maintainable mobile applications.
Explore architectural best practices for mobile app development.
Build advanced mobile apps with a focus on performance and reliability.","['mobile app architecture', 'intermediate', 'scalability', 'maintainability', 'performance']",https://picsum.photos/282/280,AMAA_168-1,True,4,2018-02-06
ITAR_155,Introduction to Augmented Reality ,Beginner,"This beginner-level course introduces augmented reality (AR) technology. Learn about AR applications, development, and creating interactive AR experiences.","Understand the basics of augmented reality (AR) technology.
Learn about AR applications and its potential uses.
Explore AR development and tools for creating AR experiences.
Create interactive AR projects and applications.","['augmented reality', 'beginner', 'AR applications', 'AR development', 'interactive experiences']",https://picsum.photos/762/901,ITAR_155-1,False,1,2019-09-29
CABA_99,Cryptocurrency and Blockchain Applications,Advanced,"This advanced-level course covers cryptocurrency and blockchain applications. Learn about blockchain technology, cryptocurrencies, and decentralized applications (DApps).","Understand the fundamentals of blockchain technology and its applications.
Learn about cryptocurrencies, smart contracts, and tokenomics.
Develop decentralized applications (DApps) on blockchain platforms.
Explore real-world use cases of blockchain in finance, supply chain, and more.","['cryptocurrency', 'blockchain', 'advanced', 'smart contracts', 'DApps']",https://dummyimage.com/165x740,CABA_99-1,True,1,2018-11-01
WADF_80,Web Application Development Frameworks,Intermediate,This intermediate-level course covers web application development frameworks. Learn about popular frameworks for building robust web applications.,"Explore web application frameworks like Ruby on Rails and Angular.
Learn to build RESTful APIs and single-page applications (SPAs).
Develop full-stack web applications using modern frameworks.
Collaborate on web development projects with best practices.","['web application development', 'intermediate', 'Ruby on Rails', 'Angular', 'RESTful APIs']",https://placekitten.com/345/917,WADF_80-1,True,1,2019-03-21
MLADL_35,Machine Learning and Deep Learning,Intermediate,"This intermediate-level course explores machine learning and deep learning techniques. Learn about neural networks, deep learning frameworks, and model training.","Understand machine learning algorithms and techniques.
Explore neural networks and deep learning frameworks like TensorFlow and PyTorch.
Train machine learning and deep learning models for various tasks.
Apply machine learning and deep learning in real-world projects.","['machine learning', 'deep learning', 'intermediate', 'neural networks', 'model training']",https://dummyimage.com/431x361,MLADL_35-1,True,3,2019-03-04
DAWP_77,Data Analysis with Python,Intermediate,"This intermediate-level course focuses on data analysis with Python. Learn about data manipulation, visualization, and statistical analysis.","Master data manipulation with Python libraries like pandas.
Create data visualizations using tools like Matplotlib and Seaborn.
Perform statistical analysis and hypothesis testing on data.
Work with real-world datasets to gain data analysis skills.","['data analysis', 'Python', 'intermediate', 'data manipulation', 'data visualization']",https://placekitten.com/645/32,DAWP_77-1,True,1,2018-10-14
ACVAOR_222,Advanced Computer Vision and Object Recognition,Advanced,This advanced-level course covers advanced computer vision and object recognition. Learn to develop AI systems for visual perception.,"Master advanced computer vision techniques and deep learning models.
Learn to build AI systems for object detection and recognition.
Explore image segmentation, tracking, and visual scene understanding.
Contribute to the field of advanced computer vision and AI.","['computer vision', 'object recognition', 'advanced', 'deep learning', 'image segmentation']",https://dummyimage.com/685x363,ACVAOR_222-1,False,1,2019-03-12
ITUED_71,Introduction to User Experience  Design,Beginner,"This beginner-level course introduces the fundamentals of User Experience (UX) design. Learn about user research, prototyping, and usability testing.","Understand the importance of user-centered design in product development.
Conduct user research to gather insights and requirements.
Create interactive prototypes and design user interfaces.
Perform usability testing to improve product usability.","['UX design', 'beginner', 'user research', 'prototyping']",https://picsum.photos/39/823,ITUED_71-1,False,5,2018-01-12
SSDP_206,Secure Software Development Principles,Intermediate,This intermediate-level course focuses on secure software development principles. Learn to code with security in mind.,"Understand the importance of secure software development.
Learn secure coding practices and techniques.
Explore threat modeling and vulnerability assessment.
Develop secure software applications and protect against cyber threats.","['secure software development', 'intermediate', 'secure coding', 'threat modeling', 'cyber threats']",https://dummyimage.com/678x491,SSDP_206-1,True,4,2017-11-25
